Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Project url,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Affects versions,Fix versions,Fix versions,Components,Components,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers Id,Watchers Id,Watchers Id,Watchers Id,Log Work,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Inward issue link (Defect),Outward issue link (Defect),Inward issue link (Duplicate),Inward issue link (Link Generic),Outward issue link (Link Generic),Inward issue link (Tests),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (8D Status),Custom field (8D summary status),Custom field (Affected services),Custom field (Approvals),Custom field (Assignee Team),Custom field (Atlassian project),Custom field (Atlassian project status),Custom field (Baseline start date),Custom field (Begin Date),Custom field (Category),Custom field (Category),Custom field (Change Order #),Custom field (Change completion date),Custom field (Change reason),Custom field (Change risk),Custom field (Change start date),Custom field (Change type),Custom field (Comments),Custom field (Complexity),Custom field (Confidence),Custom field (Delivery progress),Custom field (Delivery status),Custom field (Designs ready),Custom field (Development),Custom field (Documents),Custom field (ECO #:),Custom field (Effort),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (External Issues List),Custom field (External Issues List Item Number),Custom field (FCO #:),Custom field (Focus Areas),Custom field (Goals),Custom field (How many?),Custom field (How?),Custom field (Idea archived),Custom field (Idea archived on),Custom field (Idea short description),Custom field (Impact),Custom field (Impact),Custom field (Impact score),Custom field (Insights),Custom field (Issue color),Custom field (Linked issues),Custom field (Locked forms),Custom field (Open forms),Custom field (Original CAR #),Custom field (PO Number),Custom field (Planned End),Custom field (Planned Start),Custom field (Progress),Custom field (Project overview key),Custom field (Project overview status),Custom field (Project start),Custom field (Project target),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Rank (Obsolete) (migrated)),Custom field (Release Notes),Custom field (Release Notes Not Required),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Requestor),Custom field (Revision),Custom field (Roadmap),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Spec ready),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (System Type),Custom field (System Type),Custom field (System Type),Custom field (Target S/W Fix Version),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Testplan Recompile),Custom field (Testplan Relink),Custom field (Total forms),Custom field (User Documentation),Custom field (Value),Custom field (Vulnerability),Custom field (What?),Custom field (When?),Custom field (Where?),Custom field (Who?),Custom field (Why?),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
setVIDataCapture does repeat with the settime function ,ABTS-7384,24403,Test,Resolved,ABTS,ABTS Software,software,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,FOX-P project,,2,Done,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,19/Sep/25 5:24 PM,24/Sep/25 5:09 PM,28/Sep/25 11:21 AM,23/Sep/25 6:13 PM,,,,,,,0,104-Niobium,"setVIDataCapture does repeat with the settime function, with the v-pattern.",,Aavan Mehernosh Vadiwala,,,,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,,,,;24/Sep/25 5:09 PM;6f62a154-8f1b-4884-83a5-c9be189da512;1800,,,0,1800,,,0,1800,Internal,,,,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@76311d2c,,,,20/Sep/25 12:00 AM,,,,,19/Sep/25 5:24 PM,,,19/Sep/25 5:24 PM,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/Sep/25 12:00 AM,,,,,,0|i00o0r:,,,,,,,,,,,,,,,,,,,FOX-XP,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_250560188_*|*_5_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,23999,ABTS-7274,Minor Enhancements & Bug Fixes in v5.5.3,Done,22/Sep/25 3:00 PM
Test solution for FC_NONE,ABTS-7383,24385,Test,Resolved,ABTS,ABTS Software,software,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,FOX-P project,,2,Done,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,18/Sep/25 10:27 AM,24/Sep/25 5:09 PM,24/Sep/25 5:09 PM,23/Sep/25 6:13 PM,,,,,,,0,104-Niobium,"Use {{FC_DATA_COLLECT_RL}} to confirm that data can be collected 

Use {{FC_NONE}} and confirm that no data file is made, and collected 

",,Aavan Mehernosh Vadiwala,,,,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,,,,;24/Sep/25 5:09 PM;6f62a154-8f1b-4884-83a5-c9be189da512;1800,,,0,1800,,,0,1800,Internal,,,,,ABTS-6946,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2253372a,,,,18/Sep/25 12:00 AM,,,,,18/Sep/25 10:27 AM,,,18/Sep/25 10:27 AM,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/Sep/25 12:00 AM,,,,,,0|i00nwr:,,,,,,,,,,,,,,,,,,,FOX-XP,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_109077878_*|*_5_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,23999,ABTS-7274,Minor Enhancements & Bug Fixes in v5.5.3,Done,19/Sep/25 4:45 PM
Update UCCM & UCNCM Min/Max Settings in the CSV files and in Confluence Page,ABTS-7363,24267,Bug,Resolved,ABTS,ABTS Software,software,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,FOX-P project,,2,Done,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,03/Sep/25 10:59 AM,24/Sep/25 5:20 PM,24/Sep/25 5:10 PM,23/Sep/25 6:10 PM,,,,,,05/Sep/25 12:00 AM,0,105-ITC,"https://aehr.atlassian.net/wiki/spaces/FOX1NG/pages/1785561152/FOX-XP+FOX-NP+FOX-CP+Cross-Reference+between+Different+Configuration+Files  

Above confluence link and associated SW mis-states: 

UCCM as being 0 to 4V where it should be 0 to 5V. 

UCNCM as being -1 to 3V where it should be -1 to 4V.

I have changed the voltage max for UCCM and UCNCM in the Confluence page [https://aehr.atlassian.net/wiki/spaces/FOX1NG/pages/1785561152/FOX-XP+FOX-NP+FOX-CP+Cross-Reference+between+Different+Configuration+Files|https://aehr.atlassian.net/wiki/spaces/FOX1NG/pages/1785561152/FOX-XP+FOX-NP+FOX-CP+Cross-Reference+between+Different+Configuration+Files|smart-link] 

[~accountid:712020:3a7bafd8-4491-445b-b0ce-b630cb251bde] Update all the {{ABTS_HW_DPB_300_*_B.csv}}

ABTS_HW_DPB_300-30015-01_B.csv
ABTS_HW_DPB_300-30015-10_B.csv
ABTS_HW_DPB_300-30015-20_B.csv
ABTS_HW_DPB_300-31107-01_B.csv
ABTS_HW_DPB_300-31174-01_B.csv
ABTS_HW_DPB_300-31174-20_B.csv
ABTS_HW_DPB_300-32234-10_B.csv
ABTS_HW_DPB_300-34639-01_B.csv
ABTS_HW_DPB_300-60362-01_B.csv
ABTS_HW_DPB_300-60386-01_B.csv
ABTS_HW_DPB_300-60392-01_B.csv
ABTS_HW_DPB_300-60397-01_B.csv
ABTS_HW_DPB_300-60397-11_B.csv
ABTS_HW_DPB_300-60432-01_B.csv
ABTS_HW_DPB_300-60511-01_B.csv
ABTS_HW_DPB_300-60511-10_B.csv
ABTS_HW_DPB_300-60511-20_B.csv

 in *../abts_config_csv/AbtsConfig* folder as follows:

{{BEGIN,DPB_Capability,,,, }}
{{nDPB_PS_Capability_Index,dMinVolt,dMaxVolt,dMaxCurrent,dMaxDissipation, }}
{{1,0.0,5.0,.30,0.2, }}
{{2,-16.0,36.0,.05,0.2, }}
{{3,0.0,3.3,4.0,0.2, }}
{{4,3.0,29.0,1.0,0.2, }}
{{5,-1.0,4.0,.30,0.2, }}
{{6,-30.0,40.0,0.05,0.2, }}
{{7,-200.0,2000.0,0.25,0.2, }}
{{8,5,50.0,4.4,0.2, }}
{{9,10,100.0,4.4,0.2, }}
{{10,15,150.0,4.4,0.2, }}
{{11,20,200.0,4.4,0.2, }}
{{12,0.0,4.0,5.0,0.2, }}
{{END,,,,,}}
",,Hien Thanh Ho,Thomas Trexler,,,5ac7ec1b1b5dd37ea53a1405,60cfc06a624d700069670e09,,,;24/Sep/25 5:20 PM;6f62a154-8f1b-4884-83a5-c9be189da512;7200,,,0,7200,,,0,7200,Internal,,,CAR-490,,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4a7b6df6,,,,24/Jul/25 12:00 AM,,,,,24/Jul/25 1:24 PM,,,24/Jul/25 1:24 PM,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=1}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":1,""lastUpdated"":""2025-09-03T15:37:43.906-0700"",""stateCount"":1,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":1,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,,,,,,,,All,Confluence,,,,,,,,,,,,car-490,,,24/Jul/25 12:00 AM,,,,,,0|i00nf7:,,,"The configuration files were updated to correct voltage range errors: UCCM is now properly set to 0–5V (previously 0–4V), and UCNCM to -1–4V (previously -1–3V).",,,,,TomT,,,,,,,,,,,FOX-CP,FOX-NP,FOX-XP,,,,,Required,Required,,,,,SW specs are wrong,Now,"Confluence, FOX SW",All,Beats me ;-),,,1_*:*_1_*:*_16660297_*|*_5_*:*_1_*:*_1737141769_*|*_6_*:*_1_*:*_0_*|*_10000_*:*_1_*:*_64318,"03/Sep/25 2:19 PM;5ac7ec1b1b5dd37ea53a1405;[~accountid:712020:3a7bafd8-4491-445b-b0ce-b630cb251bde] I reviewed all the {{ABTS_HW_DPB_300_*_B.csv}} and found that {{ABTS_HW_DPB_300-60392-01_B.csv, ABTS_HW_DPB_300-60397-01_B.csv}}
{{and ABTS_HW_DPB_300-60362-01_B.csv}} have the incorrect {{p_nDPB_PS_Capability_Index.}} *It should be 1 instead of 2.*

See me before you work on this change.",,,,,,,,,,,,,,,,,,,,,,23999,ABTS-7274,Minor Enhancements & Bug Fixes in v5.5.3,Done,03/Sep/25 3:37 PM
abts_prober application crashed when changing the prober type in the sys config file to TSK,ABTS-7340,24105,Bug,Resolved,ABTS,ABTS Software,software,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,FOX-P project,,1,Done,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,16/Aug/25 3:22 PM,28/Sep/25 11:28 AM,28/Sep/25 11:27 AM,23/Sep/25 6:11 PM,,5.5.2,,abts_prober,,18/Aug/25 12:00 AM,0,102-WLBI_SW_Support,"Investigate why changing the prober type in the sys config file to TSK or ACCRETECH, abts_prober crashes at startup.  See attached bitmap.",,Aavan Mehernosh Vadiwala,Hien Thanh Ho,Matthew Teh,Tom Bong,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,5ac7ec1b1b5dd37ea53a1405,712020:6c0301fa-6811-491c-aec0-2b81459d98c5,60cfc0728f2cc100698d2559,;26/Sep/25 10:37 AM;6f62a154-8f1b-4884-83a5-c9be189da512;86400,,,0,86400,,,0,86400,Internal,,,,,,,,,,19/Aug/25 11:34 AM;6f62a154-8f1b-4884-83a5-c9be189da512;IMG_1325.jpeg;https://aehr.atlassian.net/rest/api/3/attachment/content/22396,16/Aug/25 3:23 PM;ug:392b7f02-1809-4fc8-aa7a-59fcd2b62fcf;image-20250816-222301.png;https://aehr.atlassian.net/rest/api/3/attachment/content/22363,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@63aaac97,,,,16/Aug/25 12:00 AM,,,,,16/Aug/25 3:22 PM,,,16/Aug/25 3:22 PM,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/Aug/25 12:00 AM,,,,,,0|i00mxn:,,,,Not Required,,,,,,,,,,,,,,,FOX-CP,,,,,,,,,,,,,,,,,,,2025-08-16 22:57:44.984,1_*:*_1_*:*_171991286_*|*_4_*:*_1_*:*_8246441_*|*_5_*:*_1_*:*_2117_*|*_6_*:*_2_*:*_73631614,"16/Aug/25 3:23 PM;5ac7ec1b1b5dd37ea53a1405;!image-20250816-222301.png|width=895,height=117,alt=""image-20250816-222301.png""!

[~accountid:712020:3a7bafd8-4491-445b-b0ce-b630cb251bde]  abts_prober because of segmentation fault (exit with signal 11)",16/Aug/25 3:57 PM;712020:3a7bafd8-4491-445b-b0ce-b630cb251bde;[~accountid:5ac7ec1b1b5dd37ea53a1405] how can I recreate this  ?,"16/Aug/25 4:32 PM;5ac7ec1b1b5dd37ea53a1405;[~accountid:712020:3a7bafd8-4491-445b-b0ce-b630cb251bde] Could you work with [~accountid:712020:6c0301fa-6811-491c-aec0-2b81459d98c5]  to reproduce the issue on abtsenglc02 since we don’t have a real prober to test. Run with the *OPISim* and *abts_prober_sim* applications and follow the instructions in [How to run a testplan in auto mode under simulator mode - Fox1-NG - Confluence|https://aehr.atlassian.net/wiki/spaces/FOX1NG/pages/1816985693/How+to+run+a+testplan+in+auto+mode+under+simulator+mode]

*abts_prober_sim* should be the one that you changed.","19/Aug/25 11:34 AM;712020:3a7bafd8-4491-445b-b0ce-b630cb251bde;!IMG_1325.jpeg|thumbnail!

[~accountid:5f59545ac4fbeb0069993516] and [~accountid:712020:d9f6e2d2-4e57-493a-9da6-18e6bbcb9b0a] were able to recreate error",19/Aug/25 11:36 AM;712020:3a7bafd8-4491-445b-b0ce-b630cb251bde;[~accountid:712020:3a7bafd8-4491-445b-b0ce-b630cb251bde] the abts_prober_sim is pulled from the master ,,,,,,,,,,,,,,,,,,18768,ABTS-6649,Accretech Prober Support (FOX-CP),Done,19/Aug/25 1:53 PM
Get Prober Type from SysConfig,ABTS-7333,24076,Test,Resolved,ABTS,ABTS Software,software,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,FOX-P project,,2,Done,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,13/Aug/25 12:28 PM,24/Sep/25 5:08 PM,24/Sep/25 5:04 PM,23/Sep/25 6:13 PM,,,,,,,0,101-WLBI_HW_Sustaining,"Testing getProbertype, and the SysConfigFile flag
- System Configuration File with prober type, OPUS
- System Configuration File with prober type, TSK
- System Configuration File with no prober type
- System Configuration File that does not exist
- Default 
- -s and -t flags  ",,,,,,,,,,;24/Sep/25 5:08 PM;6f62a154-8f1b-4884-83a5-c9be189da512;7200,,,0,7200,,,0,7200,Internal,,,,,ABTS-7267,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3235c81f,,,,13/Aug/25 12:00 AM,,,,,13/Aug/25 12:28 PM,,,13/Aug/25 12:28 PM,,,,,,,,{},,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/Aug/25 12:00 AM,,,,,,0|i00msb:,,,,,,,,,,,,,,,,,,,FOX-XP,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_165472235_*|*_5_*:*_1_*:*_0,,,,,,,,,,,,,,,,,,,,,,,,,,Done,15/Aug/25 10:26 AM
Get Prober Type from SysConfig,ABTS-7267,23958,Task,Resolved,ABTS,ABTS Software,software,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,FOX-P project,,1,Done,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,Hien Thanh Ho,5ac7ec1b1b5dd37ea53a1405,Aavan Mehernosh Vadiwala,712020:3a7bafd8-4491-445b-b0ce-b630cb251bde,07/Aug/25 12:07 PM,26/Sep/25 10:33 AM,26/Sep/25 10:32 AM,22/Sep/25 4:35 PM,,5.5.2,,abts_prober,,13/Aug/25 12:00 AM,0,107-ISCB,"Implement a function that gets the prober type directly from the SysConfig, and assigns information accordingly.



Subtasks to complete

# Implement a SysConfig Option, that will allow users to specify a path to there sysConfig file. 
## optional, If not the default path is “/home/abts/ABTS_BASE/SysConfigFile/SysConfigFile.xml""
# Create the function getProbertype(); 
# Fix the Makefile use the SysConfig Libraries 
# Test ",,,,,,,,,,;26/Sep/25 10:33 AM;6f62a154-8f1b-4884-83a5-c9be189da512;201600,,144000,0,201600,140%,144000,0,201600,Internal,,ABTS-7334,,ABTS-7333,,,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@284f1c7d,,,,07/Aug/25 12:00 AM,,,,,07/Aug/25 12:07 PM,,,07/Aug/25 12:07 PM,,,,,,,,"{pullrequest={dataType=pullrequest, state=MERGED, stateCount=2}, json={""cachedValue"":{""errors"":[],""summary"":{""pullrequest"":{""overall"":{""count"":2,""lastUpdated"":""2025-08-15T17:09:06.820-0700"",""stateCount"":2,""state"":""MERGED"",""dataType"":""pullrequest"",""open"":false},""byInstanceType"":{""bitbucket"":{""count"":2,""name"":""Bitbucket Cloud""}}}}},""isStale"":true}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Aug/25 12:00 AM,,,,,,0|i00mcb:,,,"In the SystemOptions section of the system configuration file, set the Prober Type to either OPUS or ACCRETECH, depending on the specific prober system in use.",,,,,,,,,,,,,,,,FOX-CP,,,,,,,,,,"For example:
1) If it is an OPUS prober system used with the FOX-CP, the SystemOptions will be:
	<SystemOptions>
		<strOptionName>ProberType</strOptionName>
		<strOptionValue>OPUS</strOptionValue>
	</SystemOptions>

2) If it is an ACCRETECH prober system used with the FOX-CP, the SystemOptions will be:
	<SystemOptions>
		<strOptionName>ProberType</strOptionName>
		<strOptionValue>ACCRETECH</strOptionValue>
	</SystemOptions>",,,,,,,,,,1_*:*_1_*:*_348807031_*|*_3_*:*_1_*:*_336395390_*|*_5_*:*_2_*:*_3304563797_*|*_6_*:*_1_*:*_4603,,,,,,,,,,,,,,,,,,,,,,,18768,ABTS-6649,Accretech Prober Support (FOX-CP),Done,15/Aug/25 10:27 AM
